,Row.names,ACCNUM,SYMBOL,GO,Control1_Exp1,Control2_Exp2,Control3_Exp3
29691,10560091,NA,Vmn1r87,vomeronasal 1 receptor 87,-0.004532552,-0.554142518,0.794606397
29693,10560097,NA,6330408A02Rik,RIKEN cDNA 6330408A02 gene,-0.051142012,-0.782886484,0.171719463
29694,10560103,NA,Rps8,ribosomal protein S8,0.06538933,0.062974517,0.020728116
29695,10560105,NA,Bsph2,binder of sperm protein homolog 2,0.33903298,-0.169708717,0.374181826
29697,10560117,NA,Sult2a3,"sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 3",0.125586462,-0.238121224,-0.188406342
29698,10560122,NA,Sult2a6,"sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 6",0.360055761,-0.493181807,0.200333964
29699,10560131,NA,2810007J24Rik,RIKEN cDNA 2810007J24 gene,0.030852351,-0.468444041,0.079867395
29700,10560139,NA,Nlrp5-ps,"NLR family, pyrin domain containing 5, pseudogene",0.174582224,0.274401825,0.007579145
29701,10560153,NA,Obox3,oocyte specific homeobox 3,0.057500035,-0.46471992,0.23331478
29702,10560160,NA,Obox3,oocyte specific homeobox 3,0.119255886,-0.344546785,0.463471454
29703,10560164,NA,Obox6,oocyte specific homeobox 6,-0.007034261,-0.004025888,0.310640885
29704,10560168,NA,Crx,cone-rod homeobox,-0.06278713,-0.155680493,0.280271608
29705,10560174,NA,Sepw1,"selenoprotein W, muscle 1",0.051945744,-0.996810582,0.215366001
29706,10560181,NA,Gltscr2,glioma tumor suppressor candidate region gene 2,-0.106257528,-0.348394403,0.358158316
29707,10560190,NA,Ehd2,EH-domain containing 2,-0.822276855,0.612457111,0.751022814
29708,10560202,NA,Gltscr1,glioma tumor suppressor candidate region gene 1,-0.190450634,0.101873321,-0.082524267
29709,10560217,NA,Dhx34,DEAH (Asp-Glu-Ala-His) box polypeptide 34,-0.016444327,-0.280475787,0.426369486
29710,10560237,NA,C5ar2,complement component 5a receptor 2,-0.167419189,-0.334911887,0.339117373
29711,10560242,NA,C5ar1,complement component 5a receptor 1,-0.181958592,-0.274871458,0.55790835
29712,10560247,NA,Ccdc9,coiled-coil domain containing 9,0.23146142,0.351379971,0.869547331
29713,10560260,NA,Sae1,SUMO1 activating enzyme subunit 1,0.145345558,1.677543207,-0.510527471
29714,10560270,NA,Npas1,neuronal PAS domain protein 1,0.059792003,-0.46164168,0.409616666
29715,10560282,NA,Grlf1,glucocorticoid receptor DNA binding factor 1,-0.066976489,0.031561923,-0.243153944
29717,10560294,NA,Ceacam15,carcinoembryonic antigen-related cell adhesion molecule 15,-0.257257725,-1.148561461,1.122795906
29718,10560298,NA,Slc1a5,"solute carrier family 1 (neutral amino acid transporter), member 5",-0.158656417,-0.640623386,0.59458984
29719,10560300,NA,Fkrp,fukutin related protein,-0.0502519,-0.032410669,0.573593607
29723,10560315,NA,Ppp5c,"protein phosphatase 5, catalytic subunit",-0.207588517,-0.08511695,0.961429164
29724,10560329,NA,Hif3a,"hypoxia inducible factor 3, alpha subunit",-0.346983882,0.052157377,0.364902321
29725,10560347,NA,Gm9519,predicted gene 9519,-0.146307567,-0.8249541,0.291588584
29728,10560358,NA,Psg18,pregnancy specific glycoprotein 18,0.399190257,-0.274285178,0.418162979
29729,10560366,NA,Psg28,pregnancy-specific glycoprotein 28,-0.234301994,-0.119673101,0.015099806
29730,10560370,NA,Psg26,pregnancy-specific glycoprotein 26,-0.03594477,-0.424961229,0.7654
29731,10560375,NA,Psg25,pregnancy-specific glycoprotein 25,-0.075568906,-0.213561735,-0.053272795
29732,10560381,NA,Psg27,pregnancy-specific glycoprotein 27,0.228805865,0.802584649,0.598331298
29733,10560385,NA,Psg23,pregnancy-specific glycoprotein 23,0.107783979,-1.290809378,0.393332586
29735,10560395,NA,Psg20,pregnancy-specific glycoprotein 20,0.19993137,-0.912306562,0.376061973
29736,10560397,NA,Psg20,pregnancy-specific glycoprotein 20,-0.019780591,-0.173050229,0.303015735
29738,10560401,NA,Psg19,pregnancy specific glycoprotein 19,-0.0866084,-1.424378758,0.308164586
29739,10560408,NA,Psg17,pregnancy specific glycoprotein 17,0.435470534,0.022300149,-0.063269772
29740,10560414,NA,Ccdc61,coiled-coil domain containing 61,0.154509736,-0.700045994,0.570623245
29741,10560429,NA,Mypop,"Myb-related transcription factor, partner of profilin",0.218721312,-0.226488585,0.228832337
29742,10560431,NA,Foxa3,forkhead box A3,-0.046239275,-0.474395267,0.260409912
29743,10560434,NA,Qpctl,glutaminyl-peptide cyclotransferase-like,-0.618124549,0.025883201,0.050969216
29744,10560443,NA,Gipr,gastric inhibitory polypeptide receptor,-0.009474322,-0.310769579,0.161148222
29745,10560459,NA,Vasp,vasodilator-stimulated phosphoprotein,0.076842197,-0.145808454,0.499309759
29746,10560474,NA,Ppm1n,"protein phosphatase, Mg2+/Mn2+ dependent, 1N (putative)",0.334590198,-0.432351774,1.086009487
29747,10560481,NA,Fosb,FBJ osteosarcoma oncogene B,-0.355069212,0.010340353,1.111822644
29748,10560487,NA,Cd3eap,"CD3E antigen, epsilon polypeptide associated protein",-0.290786992,0.085182673,0.180572569
29749,10560491,NA,Klc3,kinesin light chain 3,-0.076301324,-0.260898172,0.334364935
29750,10560505,NA,Ckm,"creatine kinase, muscle",0.29747719,-0.218099607,0.198899315
29751,10560510,NA,Mark4,MAP/microtubule affinity-regulating kinase 4,0.398389178,-0.905978855,0.232034132
29753,10560530,NA,Bloc1s3,"biogenesis of lysosomal organelles complex-1, subunit 3",0.176052515,-0.404077546,0.967813347
29754,10560532,NA,Ppp1r37,"protein phosphatase 1, regulatory subunit 37",-0.209116726,0.106203231,0.742409519
29755,10560548,NA,Gemin7,gem (nuclear organelle) associated protein 7,0.172644722,-0.034462168,0.488079416
29756,10560551,NA,Clasrp,CLK4-associating serine/arginine rich protein,-0.066864016,-0.250210237,0.118187642
29757,10560575,NA,Relb,avian reticuloendotheliosis viral (v-rel) oncogene related B,0.125515912,0.085700998,0.211938457
29758,10560592,NA,Clptm1,cleft lip and palate associated transmembrane protein 1,-0.321491625,0.619110957,0.097133311
29759,10560608,NA,Apoc2,apolipoprotein C-II,0.514187424,-0.382421745,0.508535054
29760,10560614,NA,Apoc4,apolipoprotein C-IV,-0.341417803,-0.585063892,0.601526385
29761,10560618,NA,Apoc1,apolipoprotein C-I,-0.174933015,0.194046676,0.390776608
29762,10560624,NA,Apoe,apolipoprotein E,-0.246130423,0.316301102,0.668041025
29763,10560630,NA,Tomm40,translocase of outer mitochondrial membrane 40 homolog (yeast),0.06896582,-0.469509461,0.014785984
29764,10560644,NA,Pvrl2,poliovirus receptor-related 2,-0.540962612,0.255452189,-0.586334867
29765,10560655,NA,Bcam,basal cell adhesion molecule,0.010380266,-0.221808238,-0.056108388
29766,10560672,NA,Cblc,Casitas B-lineage lymphoma c,0.16860522,-0.509339221,0.262903153
29767,10560685,NA,Bcl3,B cell leukemia/lymphoma 3,-0.521357067,0.013967294,-0.32413601
29768,10560695,NA,Ceacam16,carcinoembryonic antigen-related cell adhesion molecule 16,-0.188283679,-0.573010196,0.242367437
29769,10560702,NA,Ceacam19,carcinoembryonic antigen-related cell adhesion molecule 19,0.170309609,-0.438180847,-0.218251124
29770,10560709,NA,Pvr,poliovirus receptor,-0.290507491,0.55413622,0.0075143
29771,10560719,NA,Igsf23,"immunoglobulin superfamily, member 23",0.055637584,-0.104194104,0.36186633
29798,10560801,NA,Vmn1r-ps79,"vomeronasal 1 receptor, pseudogene 79",0.250231639,-1.024585812,-0.085409779
29802,10560812,NA,Vmn1r176,vomeronasal 1 receptor 176,0.503212144,0.175491936,0.467918711
29804,10560816,NA,Atp5g2,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C2 (subunit 9)",0.697776576,-0.489799871,0.266644176
29805,10560818,NA,Zfp111,zinc finger protein 111,0.662946203,0.410768816,0.828637144
29806,10560826,NA,Zfp109,zinc finger protein 109,0.233191386,-0.886561834,0.05503145
29807,10560832,NA,Zfp61,zinc finger protein 61,-0.157428502,-0.259535457,0.552844097
29808,10560842,NA,Zfp94,zinc finger protein 94,0.598559869,-0.108973583,0.389666575
29809,10560851,NA,Tescl,tescalcin-like,0.272467336,-0.856095164,0.439918516
29810,10560856,NA,Irgc1,"immunity-related GTPase family, cinema 1",0.072719627,0.263167596,0.564086408
29811,10560862,NA,Pinlyp,phospholipase A2 inhibitor and LY6/PLAUR domain containing,0.458016662,0.102190908,0.270495112
29812,10560868,NA,Zfp575,zinc finger protein 575,0.485043017,-0.441989961,-0.031175824
29813,10560873,NA,Tex101,testis expressed gene 101,0.265859131,-0.750007054,0.47689307
29814,10560880,NA,Gm4763,predicted gene 4763,0.065349636,-0.14510483,0.4712388
29815,10560886,NA,Cd177,CD177 antigen,0.330822052,-0.20519783,0.187067724
29816,10560903,NA,Lypd4,Ly6/Plaur domain containing 4,0.40063346,-0.343006587,0.059813714
29817,10560908,NA,Gm4881,predicted gene 4881,-0.319767876,0.40840438,0.177437168
29818,10560911,NA,Rabac1,Rab acceptor 1 (prenylated),0.08882076,-0.520570529,0.163049558
29819,10560919,NA,Atp1a3,"ATPase, Na+/K+ transporting, alpha 3 polypeptide",0.024047893,-0.384190494,0.236202943
29820,10560945,NA,Grik5,"glutamate receptor, ionotropic, kainate 5 (gamma 2)",0.277440157,-0.546567179,-0.111293971
29821,10560964,NA,Pou2f2,"POU domain, class 2, transcription factor 2",0.088316077,-0.088037622,0.99151223
29822,10560983,NA,Dedd2,death effector domain-containing DNA binding protein 2,0.424320832,-0.319997833,0.4485768
29823,10560993,NA,Gsk3a,glycogen synthase kinase 3 alpha,-0.633435889,0.201885624,0.289277511
29824,10561004,NA,Erf,Ets2 repressor factor,-0.048407758,1.353428435,-0.322603081
29825,10561008,NA,Ceacam1,carcinoembryonic antigen-related cell adhesion molecule 1,0.788682929,-0.222456596,-0.011927049
29826,10561017,NA,Pafah1b3,"platelet-activating factor acetylhydrolase, isoform 1b, subunit 3",0.020229412,0.053452619,0.211305866
29827,10561025,NA,Cnfn,cornifelin,-0.027488963,-0.304909071,0.622419529
29828,10561031,NA,Lipe,"lipase, hormone sensitive",-0.08208243,0.109754603,-0.346620514
29829,10561047,NA,Cxcl17,chemokine (C-X-C motif) ligand 17,0.062735629,-0.628234102,0.818981481
29831,10561055,NA,Ceacam2,carcinoembryonic antigen-related cell adhesion molecule 2,-0.415574258,-0.102682711,0.361284771
29832,10561059,NA,Gm7092,predicted gene 7092,-0.346875853,-0.366669625,0.217899334
29833,10561063,NA,Bckdha,"branched chain ketoacid dehydrogenase E1, alpha polypeptide",0.006232566,-0.287926276,0.236204901
29834,10561073,NA,Tmem91,transmembrane protein 91,-0.023889378,-0.300024119,0.369672495
29835,10561078,NA,Ccdc97,coiled-coil domain containing 97,-0.743610408,0.745680036,0.954077497
29836,10561085,NA,Hnrnpul1,heterogeneous nuclear ribonucleoprotein U-like 1,0.204398432,0.323447221,0.432862655
29837,10561104,NA,Axl,AXL receptor tyrosine kinase,-0.140760263,0.368701898,0.317147759
29838,10561128,NA,Cyp2s1,"cytochrome P450, family 2, subfamily s, polypeptide 1",-0.202401136,-0.368394778,-0.093830685
29839,10561138,NA,Rpl37a,ribosomal protein L37a,0.323960814,-0.286798523,-1.298882833
29840,10561140,NA,Mrpl41,mitochondrial ribosomal protein L41,0.207398036,-0.546383002,-2.578763242
29841,10561142,NA,Nlrp9c,"NLR family, pyrin domain containing 9C",0.291758145,-0.18086515,0.398708995
29842,10561151,NA,Vmn1r185,vomeronasal 1 receptor 185,-0.009737608,-0.005199422,0.40125222
29843,10561153,NA,Cyp2b23,"cytochrome P450, family 2, subfamily b, polypeptide 23",0.408260633,0.073668853,0.09480945
29844,10561162,NA,Cyp2a22,"cytochrome P450, family 2, subfamily a, polypeptide 22",0.266039069,-0.349152843,-0.070569835
29846,10561170,NA,Egln2,EGL nine homolog 2 (C. elegans),-0.281889316,0.201208505,0.246405863
29848,10561187,NA,Mia,melanoma inhibitory activity,0.274571259,-0.239472,0.072651294
29850,10561204,NA,Itpkc,"inositol 1,4,5-trisphosphate 3-kinase C",-0.305553206,0.034830833,0.761282757
29851,10561212,NA,Ltbp4,latent transforming growth factor beta binding protein 4,-0.357056341,-0.116252227,0.226802797
29852,10561247,NA,Shkbp1,Sh3kbp1 binding protein 1,0.223891989,-0.392465614,0.504486705
29853,10561266,NA,Sptbn4,"spectrin beta, non-erythrocytic 4",0.088402069,-0.099090089,0.500470126
29854,10561302,NA,Pgam1,phosphoglycerate mutase 1,0.05402556,0.151657779,0.29110112
29855,10561306,NA,Pld3,"phospholipase D family, member 3",-0.134445626,0.625668228,-0.440303718
29856,10561323,NA,Map3k10,mitogen-activated protein kinase kinase kinase 10,0.033090671,-0.311012132,0.112585973
29857,10561335,NA,Prkcz,"protein kinase C, zeta",0.199087513,-0.883729764,0.433229319
29858,10561337,NA,1700049G17Rik,RIKEN cDNA 1700049G17 gene,-0.066777448,0.080458524,0.313399403
29859,10561343,NA,Josd1,Josephin domain containing 1,-0.675082562,1.651319551,-0.667120975
29860,10561345,NA,Zfp780b,zinc finger protein 780B,0.312428396,0.920772967,-0.272649545
29861,10561351,NA,Zfp850,zinc finger protein 850,-0.058962702,-0.788536764,0.228755822
29862,10561356,NA,Psmc4,"proteasome (prosome, macropain) 26S subunit, ATPase, 4",0.052616723,0.798693067,0.284494958
29863,10561369,NA,BC089491,cDNA sequence BC089491,-0.08965409,-0.106119178,0.224407886
29864,10561376,NA,Dll3,delta-like 3 (Drosophila),0.169636226,-0.288375742,1.136609374
29865,10561388,NA,Timm50,translocase of inner mitochondrial membrane 50,0.187944162,0.054157765,-0.206190546
29866,10561401,NA,Supt5,suppressor of Ty 5,0.209929198,0.053145922,0.861601576
29867,10561431,NA,Plekhg2,"pleckstrin homology domain containing, family G (with RhoGef domain) member 2",-0.094402952,0.575518413,0.436904855
29868,10561453,NA,Zfp36,zinc finger protein 36,-0.170292717,0.370291801,-0.304571811
29869,10561456,NA,Med29,mediator complex subunit 29,-0.731867952,1.020210733,-0.031762574
29870,10561461,NA,Samd4b,sterile alpha motif domain containing 4B,-0.411692387,0.456421653,0.377865528
29871,10561474,NA,Ifnl2,interferon lambda 2,0.460061778,-0.440412745,0.675628102
29872,10561478,NA,Nccrp1,non-specific cytotoxic cell receptor protein 1 homolog (zebrafish),0.331437762,-0.461052362,0.475399195
29873,10561485,NA,Pak4,p21 protein (Cdc42/Rac)-activated kinase 4,-0.059704293,-0.43413308,-0.513953367
29874,10561498,NA,Papl,iron/zinc purple acid phospatase-like,-0.016979208,-0.373524807,0.378518119
29875,10561513,NA,Mrps12,mitochondrial ribosomal protein S12,0.254444212,-0.274224194,-1.049821108
29876,10561516,NA,Nfkbib,"nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, beta",-0.252757685,0.735963302,-0.53908882
29877,10561525,NA,Gm10648,predicted gene 10648,0.541357011,0.013252306,-0.040345883
29878,10561527,NA,Actn4,actinin alpha 4,0.012432908,0.07537643,0.292001478
29879,10561552,NA,Eif3k,"eukaryotic translation initiation factor 3, subunit K",0.604518484,-0.571421975,-1.539993097
29880,10561561,NA,Ryr1,"ryanodine receptor 1, skeletal muscle",-0.012220497,-0.183348406,0.006773867
29881,10561664,NA,Fam98c,"family with sequence similarity 98, member C",0.133189611,-0.248558143,0.323197766
29882,10561673,NA,Spred3,"sprouty-related, EVH1 domain containing 3",-0.05603217,-0.218320586,0.08237403
29883,10561679,NA,Psmd8,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 8",0.188056619,0.535832426,0.103097346
29884,10561690,NA,Catsperg1,catsper channel auxiliary subunit gamma 1,-0.132715005,-0.394010123,-0.731987758
29885,10561702,NA,Kcnk6,"potassium inwardly-rectifying channel, subfamily K, member 6",0.400943924,-0.199926361,0.661932947
29886,10561706,NA,2200002D01Rik,RIKEN cDNA 2200002D01 gene,-0.054228807,0.059453118,0.36725091
29887,10561712,NA,Spint2,"serine protease inhibitor, Kunitz type 2",0.059251096,0.426506513,0.70160499
29888,10561721,NA,Sipa1l3,signal-induced proliferation-associated 1 like 3,-0.208485558,0.081564988,-0.042797086
29891,10561777,NA,Zfp940,zinc finger protein 940,-0.386159452,0.199107318,0.339549473
29892,10561787,NA,Zfp27,zinc finger protein 27,-0.267540161,0.293841091,-0.642083431
29893,10561799,NA,Zfp74,zinc finger protein 74,0.235524629,-0.816247156,-0.541378227
29894,10561806,NA,Mif,macrophage migration inhibitory factor,0.241226523,0.579837142,-2.35114877
29895,10561810,NA,Zfp14,zinc finger protein 14,0.130810238,0.162085781,0.019750802
29896,10561819,NA,Zfp82,zinc finger protein 82,-0.106123585,-0.201859499,-0.177441023
29897,10561831,NA,Zfp566,zinc finger protein 566,-0.095379206,0.349029761,-0.165558426
29898,10561837,NA,Zfp146,zinc finger protein 146,-0.055332475,1.221124579,-0.801978043
29899,10561842,NA,Capns1,"calpain, small subunit 1",0.166808251,0.180025535,0.490709807
29900,10561854,NA,Tbcb,tubulin folding cofactor B,0.254992953,-0.43891667,0.251159744
29902,10561868,NA,Wdr62,WD repeat domain 62,0.123074573,-0.032853515,0.192024979
29903,10561907,NA,Sdhaf1,succinate dehydrogenase complex assembly factor 1,0.28487892,-0.470595807,0.178103012
29904,10561911,NA,Lrfn3,leucine rich repeat and fibronectin type III domain containing 3,-0.10717182,-0.064916031,0.75607862
29906,10561920,NA,Hcst,hematopoietic cell signal transducer,0.474342247,-0.622999558,0.416470232
29907,10561927,NA,Aplp1,amyloid beta (A4) precursor-like protein 1,0.057757765,-0.468629991,0.394576515
29908,10561942,NA,Kirrel2,kin of IRRE like 2 (Drosophila),0.685109999,-0.343277245,-0.146728199
29909,10561956,NA,Rps12,ribosomal protein S12,0.174494478,-0.079522769,0.081318797
29910,10561958,NA,Arhgap33,Rho GTPase activating protein 33,-0.035735826,-0.301568458,0.15832307
29911,10561983,NA,BC053749,cDNA sequence BC053749,-0.298769449,-0.310774571,0.41736761
29912,10561994,NA,Lin37,lin-37 homolog (C. elegans),0.578301007,0.680395947,-0.003352044
29913,10562000,NA,Psenen,presenilin enhancer 2 homolog (C. elegans),0.365206751,0.975280297,-0.523199487
29914,10562005,NA,Kmt2b,lysine (K)-specific methyltransferase 2B,-0.053155928,0.406272997,1.009720086
29915,10562044,NA,Zbtb32,zinc finger and BTB domain containing 32,-0.034030414,-0.111534629,0.003589893
29916,10562050,NA,Upk1a,uroplakin 1A,0.35796865,-0.20381911,-0.054598958
29917,10562059,NA,Cox6b1,"cytochrome c oxidase, subunit VIb polypeptide 1",0.43723839,0.885014174,-0.859629464
29918,10562064,NA,Etv2,ets variant gene 2,0.321289862,-0.480797184,0.308350102
29920,10562084,NA,Haus5,"HAUS augmin-like complex, subunit 5",-0.300267965,-0.155055774,0.610241369
29921,10562093,NA,Pmis2,"Pmis2, sperm specific protein",0.114217144,-0.251563081,0.284279812
29922,10562096,NA,Tmem147,transmembrane protein 147,-0.282968704,0.021348322,0.835634989
29923,10562105,NA,Gapdhs,"glyceraldehyde-3-phosphate dehydrogenase, spermatogenic",0.62104713,-0.367933509,0.63512176
29924,10562117,NA,Ffar2,free fatty acid receptor 2,0.17617346,-0.303331801,0.386408598
29925,10562125,NA,Ffar3,free fatty acid receptor 3,0.358585558,-0.457758678,-0.227806082
29926,10562130,NA,Ffar1,free fatty acid receptor 1,0.025001012,-0.432674142,0.871799443
29927,10562132,NA,Cd22,CD22 antigen,0.044844631,-0.77530994,0.800459005
29928,10562152,NA,Mag,myelin-associated glycoprotein,-0.277385499,-1.092655399,0.431718006
29929,10562166,NA,Hamp2,hepcidin antimicrobial peptide 2,0.16168705,-0.089911106,0.189844864
29930,10562169,NA,Hamp,hepcidin antimicrobial peptide,0.015348334,-0.047331332,-1.281362036
29931,10562172,NA,Usf2,upstream transcription factor 2,-0.013342891,-0.469203389,0.374342008
29932,10562181,NA,Lsr,lipolysis stimulated lipoprotein receptor,0.159296625,-0.345796676,0.390451018
29933,10562192,NA,Fxyd5,FXYD domain-containing ion transport regulator 5,-0.453867493,-0.264224998,-0.850899547
29934,10562204,NA,Fxyd7,FXYD domain-containing ion transport regulator 7,-0.203636331,-0.183177212,0.063362663
29935,10562211,NA,Fxyd1,FXYD domain-containing ion transport regulator 1,0.267106347,0.412034809,-0.146440802
29936,10562223,NA,Fxyd3,FXYD domain-containing ion transport regulator 3,0.689465679,-0.193520554,0.405572746
29937,10562234,NA,Hpn,hepsin,-0.211068588,0.02144184,0.508315532
29938,10562251,NA,Scn1b,"sodium channel, voltage-gated, type I, beta",-0.370204916,-0.044875463,0.374234235
29939,10562260,NA,Gramd1a,GRAM domain containing 1A,0.69545303,-0.124261771,0.490454702
29940,10562280,NA,Scgb1b2,"secretoglobin, family 1B, member 2",0.00247443,-0.719538789,0.865933498
29945,10562296,NA,Scgb2b23-ps,"secretoglobin, family 2B, member 23, pseudogene",0.00812774,-0.315911567,0.254835313
29946,10562299,NA,Scgb2b24,"secretoglobin, family 2B, member 24",-0.354620077,-0.284146984,0.021590659
29948,10562308,NA,Scgb2b26,"secretoglobin, family 2B, member 26",0.39074535,-0.064544229,0.200197406
29949,10562314,NA,Scgb2b27,"secretoglobin, family 2B, member 27",0.184454073,-0.195014734,0.451512885
29951,10562323,NA,Wtip,WT1-interacting protein,-0.063166651,-0.230366424,-0.00326787
29952,10562331,NA,Uba2,ubiquitin-like modifier activating enzyme 2,-0.111653942,1.273546085,-0.425377799
29953,10562349,NA,Pdcd2l,programmed cell death 2-like,-0.116175127,-0.170171326,0.471897701
29955,10562360,NA,Gpi1,glucose phosphate isomerase 1,-0.497639939,0.881588532,0.146713042
29956,10562368,NA,4931406P16Rik,RIKEN cDNA 4931406P16 gene,-0.437444947,1.027543482,-0.416561184
29957,10562382,NA,Lsm14a,"LSM14 homolog A (SCD6, S. cerevisiae)",-0.002359799,1.017169016,-0.371794908
29960,10562399,NA,Kctd15,potassium channel tetramerisation domain containing 15,0.221380037,-0.258162798,0.007503682
29961,10562408,NA,Chst8,carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 8,-0.349096251,-0.691059429,0.25456302
29962,10562416,NA,Cebpg,"CCAAT/enhancer binding protein (C/EBP), gamma",-0.350226088,1.65633312,-0.997174139
29963,10562419,NA,Lrp3,low density lipoprotein receptor-related protein 3,-0.22049054,-0.670437797,0.138337189
29964,10562428,NA,Wdr88,WD repeat domain 88,0.287736735,-0.393515702,0.48939838
29965,10562439,NA,Gpatch1,G patch domain containing 1,0.077651706,-0.060540008,-0.321048214
29966,10562461,NA,C230052I12Rik,RIKEN cDNA C230052I12 gene,0.030879734,-0.49977957,-0.071821096
29967,10562468,NA,Tdrd12,tudor domain containing 12,0.116217627,-0.624581267,0.414192321
29968,10562480,NA,Nudt19,nudix (nucleoside diphosphate linked moiety X)-type motif 19,0.717068224,-0.380126873,-0.245071189
29969,10562486,NA,Rgs9bp,regulator of G-protein signalling 9 binding protein,0.186623449,-0.208052045,0.146055271
29971,10562500,NA,Dpy19l3,dpy-19-like 3 (C. elegans),-0.354686267,1.403577933,-0.866068897
29972,10562523,NA,Zfp507,zinc finger protein 507,-0.168026869,-0.397871322,-0.825038941
29973,10562532,NA,Zfp536,zinc finger protein 536,-0.560130606,-0.044477465,-0.429279245
29975,10562548,NA,Uri1,"URI1, prefoldin-like chaperone",0.044006493,-0.328127683,-0.100985215
29976,10562563,NA,Ccne1,cyclin E1,0.248660138,0.322283101,-0.157088248
29977,10562576,NA,Plekhf1,"pleckstrin homology domain containing, family F (with FYVE domain) member 1",-0.504999972,-0.227131457,-0.145601013
29978,10562578,NA,Pop4,"processing of precursor 4, ribonuclease P/MRP family, (S. cerevisiae)",0.712799,0.641866933,0.233975182
29979,10562587,NA,Gm5591,predicted gene 5591,0.294461843,-0.173090675,-0.079435
29981,10562595,NA,4930433I11Rik,RIKEN cDNA 4930433I11 gene,-0.213519267,-0.09544541,0.378308901
29982,10562599,NA,Gm5590,predicted gene 5590,1.355082249,-1.056187729,1.049926378
29985,10562605,NA,AI987944,expressed sequence AI987944,-0.548342716,-0.597452924,0.60841445
29989,10562632,NA,Vmn2r-ps57,"vomeronasal 2, receptor, pseudogene 57",0.18177361,-0.394956424,0.090206286
29994,10562643,NA,4933421I07Rik,RIKEN cDNA 4933421I07 gene,-0.147853704,-0.376982567,0.921972981
29995,10562647,NA,Rpl29,ribosomal protein L29,0.410537768,0.448048619,-0.601617683
29997,10562651,NA,9830147E19Rik,RIKEN cDNA 9830147E19 gene,-0.066287033,0.056126631,-0.032192453
29998,10562657,NA,Gm5595,predicted gene 5595,0.112499413,-0.615387697,-0.089706449
30000,10562663,NA,Rps4x,"ribosomal protein S4, X-linked",-0.130255201,0.101079238,0.065010846
30003,10562670,NA,Zfp715,zinc finger protein 715,-0.306911735,0.407645429,0.058261226
30005,10562687,NA,Iglon5,IgLON family member 5,0.092249623,-0.246117391,0.042966839
30006,10562696,NA,4931406B18Rik,RIKEN cDNA 4931406B18 gene,-0.255532877,0.042034215,0.211575358
30007,10562705,NA,Gm2511,predicted gene 2511,0.276040553,-0.271407155,0.552620761
30008,10562709,NA,Cd33,CD33 antigen,0.173313199,-0.273579563,0.428195872
30009,10562720,NA,Siglece,sialic acid binding Ig-like lectin E,0.043034057,-0.331071299,0.412232995
30012,10562736,NA,1700028J19Rik,RIKEN cDNA 1700028J19 gene,0.264033434,-0.435006954,0.218346877
30013,10562741,NA,Acpt,"acid phosphatase, testicular",0.263822913,-0.709143345,0.555368506
30015,10562761,NA,Clec11a,"C-type lectin domain family 11, member a",0.121732033,-0.421549319,0.299411036
30016,10562767,NA,1700008O03Rik,RIKEN cDNA 1700008O03 gene,0.135370655,-0.365307666,0.316048527
30017,10562774,NA,Emc10,ER membrane protein complex subunit 10,0.491473993,-0.261228578,0.044462249
30018,10562784,NA,Mybpc2,"myosin binding protein C, fast-type",0.235297715,-0.64706684,0.80667033
30019,10562812,NA,Spib,Spi-B transcription factor (Spi-1/PU.1 related),0.035590966,-0.261789951,0.485795722
30020,10562818,NA,Pold1,"polymerase (DNA directed), delta 1, catalytic subunit",0.490808364,-0.553748049,0.348336604
30021,10562847,NA,Nr1h2,"nuclear receptor subfamily 1, group H, member 2",-0.646072604,0.489024971,0.841785431
30022,10562856,NA,Myh14,"myosin, heavy polypeptide 14",0.079197208,-0.268471652,0.855362175
30023,10562897,NA,Zfp473,zinc finger protein 473,0.049760553,-0.087440491,0.272703938
30024,10562905,NA,Atf5,activating transcription factor 5,0.023472397,-0.220293712,0.322567073
30025,10562911,NA,Tbc1d17,"TBC1 domain family, member 17",-0.52301979,-0.021175515,0.478002474
30026,10562927,NA,Ptov1,prostate tumor over expressed gene 1,-0.070679836,-0.195202717,0.423515166
30027,10562942,NA,Med25,mediator complex subunit 25,-0.067904979,-0.279491984,0.103977433
30028,10562963,NA,D7Bwg0826e,"DNA segment, Chr 7, Brigham & Women's Genetics 0826 expressed",-0.285703734,0.487065192,0.73509108
30029,10562965,NA,Ap2a1,"adaptor-related protein complex 2, alpha 1 subunit",0.198649354,-0.019725121,0.347616708
30030,10562989,NA,Cpt1c,carnitine palmitoyltransferase 1c,-0.015085779,-0.304650891,0.270461611
30031,10563014,NA,Prmt1,protein arginine N-methyltransferase 1,0.748138283,-0.630310844,0.364247935
30032,10563026,NA,Bcl2l12,BCL2-like 12 (proline rich),-0.174397926,0.114028178,0.183688086
30033,10563037,NA,Scaf1,SR-related CTD-associated factor 1,-0.491657404,-0.210111985,0.045838453
30034,10563050,NA,Prr12,proline rich 12,0.256922531,-0.290892832,0.223688091
